id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;id_usuario;tipo_usuario;nombre_usuario;id_libro;isbn;titulo_libro;autor;categoria;sede_biblioteca;estado_prestamo;multa_crc;canal_prestamo;id_bibliotecario;renovaciones;observaciones;cantidad_por_id
PRE0005173;2025-11-27;2025-12-18;          ;USR003018;Docente     ;Miguel Valverde Rojas       ;LB00559;0147546926329;Visualización de Datos Vol. 4          ;L. Mora         ;Sociología;Ciencias Sociales;En préstamo;0       ;Autoservicio;BIB0008;0              ;Préstamo interbibliotecario   ;2
PRE0005178;2025-02-27;2025-03-06;2025-03-01;USR003134;Estudiante  ;Luis Quesada Chaves         ;LB00045;9578856855744;Diseño de Experimentos Vol. 4          ;J. Caserta      ;Matemática;Central          ;Devuelto    ;0       ;Autoservicio;BIB0003;0              ;Entrega con atraso             ;2
PRE0005178;2025-10-07;2025-10-21;          ;USR000779;Estudiante  ;Lucía Mora Valverde        ;LB00518;0705626085641;Teoría de la Información Vol. 3       ;E. Quesada      ;Sociología;Central          ;Perdido     ;7500    ;App móvil  ;BIB0016;1              ;Usuario reporta portada dañada;2
PRE0005197;2023-02-25;2023-03-18;          ;USR004281;Estudiante  ;Mariana Sánchez Gómez     ;LB00639;5723084810018;Administración de Proyectos Vol. 4     ;N/A             ;Matemática;Atlántico       ;En préstamo;0       ;Mostrador   ;BIB0037;0              ;Revisión pendiente            ;2
PRE0005197;2026-01-02;2026-01-09;          ;USR002892;Estudiante  ;Sofía Torres Chaves        ;LB00720;4617679298842;Economía Digital Vol. 2                ;M. Sánchez     ;Derecho    ;Occidente        ;En préstamo;0       ;Mostrador   ;BIB0024;2              ;Renovado una vez               ;2
PRE0005201;2023-04-08;2023-04-02;2023-05-13;USR003187;Estudiante  ;Lucía Cordero Herrera      ;LB00320;8463122417974;Algoritmos y Estructuras Vol. 3         ;D. Fernández   ;Derecho    ;Atlántico       ;Devuelto    ;1750    ;App móvil  ;NULL   ;0              ;                               ;2
PRE0005201;2024-04-29;2024-05-13;          ;USR002029;Estudiante  ;Gabriela Sánchez Murillo   ;LB00197;1491778507925;Minería de Datos Vol. 4                ;M. Sánchez     ;Economía  ;Ciencias Sociales;En préstamo;0       ;Autoservicio;BIB0027;0              ;Revisión pendiente            ;2
PRE0005220;2023-02-12;2023-03-12;2023-03-10;USR003042;Estudiante  ;Elena Cordero Araya         ;LB00225;5869380686879;Fundamentos de Bibliotecología Vol. 1  ;C. Inmon        ;Derecho    ;Ingenierías     ;Devuelto    ;0       ;App móvil  ;BIB0006;0              ;Préstamo interbibliotecario   ;2
PRE0005220;2024-05-25;2024-06-01;2024-06-06;USR000105;Externo     ;Diego Gómez Castro         ;LB00636;2397240422693; Visualización de Datos Vol. 2         ;L. Mora         ;Ciencias   ;Pacífico        ;Devuelto    ;1250    ;Autoservicio;BIB0020;0              ;                               ;2
PRE0005234;2023-03-20;2023-04-17;2023-04-26;USR000545;Externo     ;Julio Navarro Quesada       ;LB00572;3803396852701;                                        ;C. Vargas       ;Tecnología;Ciencias Sociales;Devuelto    ;2250    ;Autoservicio;BIB0023;0              ;Préstamo interbibliotecario   ;2
PRE0005234;2024-09-15;NULL      ;2024-10-11;USR000570;Estudiante  ;Miguel Murillo Campos       ;LB00615;5067625153814;Historia de Costa Rica Vol. 3           ;L. Rodríguez   ;Economía  ;Atlántico       ;devuelto    ;3000    ;App móvil  ;BIB0028;2              ;                               ;2
PRE0005237;2024-08-24;2024-09-14;2024-09-21;USR003934;Estudiante  ;Alonso Sánchez Rodríguez  ;LB00245;8985625753260;Gestión de Bases de Datos Vol. 3       ;D. Fernández   ;Medicina   ;Ingenierías     ;Devuelto    ;1750    ;En línea   ;BIB0031;0              ;Revisión pendiente            ;2
PRE0005237;2025-04-08;2025-04-22;          ;USR004421;Estudiante  ;Manuel Quesada Vargas       ;LB00660;4629613671577;Economía Digital Vol. 1                ;L. Rodríguez   ;Historia   ;Pacífico        ;Atrasado    ;81750   ;Mostrador   ;BIB0029;0              ;Préstamo interbibliotecario   ;2
PRE0005251;2023-07-06;2023-08-03;2023-08-10;USR002789;Estudiante  ;Andrés Navarro Navarro     ;LB00693;5398854728123;Gobernanza de Datos Vol. 2              ;S. Atre         ;Historia   ;Ingenierías     ;Devuelto    ;1750    ;App móvil  ;BIB0015;0              ;Revisión pendiente            ;2
PRE0005251;2024-11-08;2024-11-29;2024-11-30;USR003726;Estudiante  ;Rocío Vega Ramírez        ;LB00191;9994043898364;Arquitectura de Datos Vol. 1            ;J. Caserta      ;Economía  ;Atlántico       ;Devuelto    ;250     ;Mostrador   ;BIB0016;3              ;Renovado una vez               ;2
PRE0005282;2024-05-30;2024-06-20;2024-06-22;USR000028;Estudiante  ;Daniela Torres Herrera      ;LB00515;7772519966365;Visualización de Datos Vol. 2          ;L. Rodríguez   ;Economía  ;Salud            ;Devuelto    ;500     ;App móvil  ;BIB0037;3              ;Préstamo interbibliotecario   ;2
PRE0005282;2025-09-13;2025-09-27;2025-09-23;USR004544;Externo     ;José Sánchez Sánchez     ;LB00435;8792326487049;Ciencia de Datos Aplicada Vol. 3        ;J. Ramírez     ;Ciencias   ;Salud            ;Devuelto    ;0       ;Mostrador   ;BIB0026;0              ;Renovado una vez               ;2
PRE0005287;2024-05-18;2024-06-08;          ;USR001566;Estudiante  ;Andrea Campos Navarro       ;LB00279;5775949299556; Aprendizaje Automático Vol. 3         ;C. Inmon        ;Tecnología;Ciencias Sociales;En préstamo;0       ;App móvil  ;BIB0023;1              ;                               ;2
PRE0005287;2024-11-17;2024-11-24;          ;USR003841;estud.      ;Camila Blanco Quesada       ;LB00030;7387214895134;Derecho de la Información Vol. 3       ;L. Mora         ;Medicina   ;Humanidades      ;En préstamo;0       ;En línea   ;BIB0038;0              ;Renovado una vez               ;2
PRE0005289;2023-02-17;2023-02-24;2023-02-20;USR001695;Estudiante  ;Gabriela Torres Salazar     ;LB00557;8671632346729;Gobernanza de Datos Vol. 2              ;A. Pérez       ;Ciencias   ;Salud            ;Devuelto    ;0       ;En línea   ;BIB0006;0              ;Usuario reporta portada dañada;2
PRE0005289;2025-03-24;2025-04-14;2025-04-10;USR003728;docente     ;María Navarro Aguilar      ;LB00424;1162411241272;Ética y Tecnología Vol. 1             ;P. Ponniah      ;Medicina   ;Central          ;Devuelto    ;0       ;Autoservicio;BIB0017;0              ;                               ;2
PRE0005290;2025-07-05;2025-07-12;2025-07-24;USR003080;Estudiante  ;Natalia Solano Vega         ;LB00517;8018204339718;Administración de Proyectos Vol. 1     ;P. Ponniah      ;Medicina   ;Ingenierías     ;Devuelto    ;3000    ;Autoservicio;BIB0026;0              ;Usuario reporta portada dañada;2
PRE0005290;2025-12-16;2026-01-06;2026-01-07;USR004250;Estudiante  ;Natalia Cordero Murillo     ;LB00331;0967899405391;Aprendizaje Automático Vol. 4          ;NULL            ;Historia   ;Atlántico       ;Devuelto    ;250     ;Mostrador   ;BIB0026;0              ;                               ;2
PRE0005308;2024-05-23;2024-06-06;2024-06-16;USR004189;Estudiante  ;Alonso Araya Navarro        ;LB00737;4967066703362;Gobernanza de Datos Vol. 3              ;C. Inmon        ;Literatura ;Salud            ;Devuelto    ;2500    ;Mostrador   ;BIB0009;0              ;                               ;2
PRE0005308;2024-10-23;2024-11-13;2024-11-10;USR001968;Funcionario ;Andrea Blanco Valverde      ;LB00521;4057861706304;Diseño de Experimentos Vol. 4          ;E. Quesada      ;Historia   ;Humanidades      ;Devuelto    ;0       ;App móvil  ;BIB0028;1              ;Usuario reporta portada dañada;2
PRE0005313;2023-05-04;2023-06-01;2023-06-13;USR000355;Estudiante  ;David Campos Rojas          ;LB00661;2166365155973;Derecho de la Información Vol. 4       ;A. Pérez       ;Historia   ;Atlántico       ;Devuelto    ;3000    ;App móvil  ;BIB0015;0              ;Entrega con atraso             ;2
PRE0005313;2025-11-25;2025-11-21;2025-12-15;USR001623;Estudiante  ;Alonso Rojas Araya          ;LB00291;1279908811729;Algoritmos y Estructuras Vol. 4         ;L. Rodríguez   ;Sociología;Pacífico        ;Devuelto    ;1500    ;App móvil  ;BIB0001;1              ;Usuario reporta portada dañada;2
PRE0005314;2025-06-24;2025-07-22;2025-07-27;USR004213;Estudiante  ;Camila Valverde Alvarado    ;LB00283;3928272299275;Gobernanza de Datos Vol. 3              ;R. Kimball      ;Derecho    ;Ingenierías     ;Devuelto    ;1250    ;Autoservicio;BIB0002;1              ;Usuario reporta portada dañada;2
PRE0005314;2025-07-19;2025-08-09;          ;USR001132;Estudiante  ;Andrés Ramírez Murillo    ;LB00104;1851888880670;Administración de Proyectos Vol. 4     ;                ;Derecho    ;Occidente        ;En préstamo;0       ;App móvil  ;BIB0016;0              ;Usuario reporta portada dañada;2
PRE0005342;2023-12-07;2024-01-04;2024-01-12;USR002004;Estudiante  ;Valeria Navarro Sánchez    ;LB00576;6747468971527;Redes y Telecomunicaciones Vol. 2       ;S. Gómez       ;Matemática;Humanidades      ;Devuelto    ;2000    ;App móvil  ;BIB0011;3              ;                               ;2
PRE0005342;2025-10-22;2025-11-12;          ;USR003149;Estudiante  ;Natalia Salazar Jiménez    ;LB00639;5723084810018;Administración de Proyectos Vol. 4     ;S. Gómez       ;Matemática;Ciencias Sociales;En préstamo;0       ;En línea   ;BIB0023;1              ;Renovado una vez               ;2
PRE0005371;2025-02-07;2025-02-28;2025-03-08;USR004924;Estudiante  ;Elena Jiménez Araya        ;LB00736;5203771070449;Diseño de Experimentos Vol. 3          ;P. Ponniah      ;Historia   ;Atlántico       ;Devuelto    ;2000    ;Autoservicio;BIB0025;1              ;Usuario reporta portada dañada;2
PRE0005371;2025-08-23;2025-09-20;2025-10-01;USR001026;Estudiante  ;María Valverde Salazar     ;LB00352;3305172897526;Introducción a la Estadística Vol. 3  ;J. Caserta      ;Sociología;Pacífico        ;Devuelto    ;2750    ;Autoservicio;BIB0033;1              ;Préstamo interbibliotecario   ;2
PRE0005425;2024-09-29;2024-10-27;2024-11-05;USR004760;Estudiante  ;Valeria Chaves Mora         ;LB00657;8171752421495;Aprendizaje Automático Vol. 1          ;L. Rodríguez   ;Matemática;Atlántico       ;Devuelto    ;2250    ;En línea   ;BIB0029;0              ;                               ;2
PRE0005425;2025-09-04;2025-09-18;2025-09-26;USR003054;Estudiante  ;Andrés Aguilar Campos      ;LB00196;0275884252410;Aprendizaje Automático Vol. 1          ;NULL            ;Ingeniería;Central          ;Devuelto    ;2000    ;En línea   ;BIB0013;0              ;                               ;2
PRE0005433;2023-12-20;2023-12-27;          ;USR001199;Docente     ;Julio Solano Murillo        ;LB00696;8685074510663;Ciencia de Datos Aplicada Vol. 2        ;L. Rodríguez   ;Arte       ;Humanidades      ;En préstamo;0       ;Mostrador   ;BIB0033;2              ;Entrega con atraso             ;2
PRE0005433;2026-01-04;2026-02-01;2026-02-09;USR001144;Externo     ; Camila Campos Blanco       ;LB00449;9121535396136;Fundamentos de Bibliotecología Vol. 4  ;E. Quesada      ;Ingeniería;Occidente        ;Devuelto    ;2000    ;App móvil  ;BIB0002;3              ;                               ;2
PRE0005442;2025-06-30;2025-07-28;          ;USR004970;Externo     ;Kevin Valverde Murillo      ;LB00499;4338005452280;Visualización de Datos Vol. 1          ;J. Ramírez     ;Medicina   ;Occidente        ;Atrasado    ;57500   ;App móvil  ;BIB0010;0              ;Préstamo interbibliotecario   ;2
PRE0005442;2025-11-05;2025-12-03;2025-12-01;USR000922;Externo     ;Diego Vargas Solano         ;LB00178;5790507236887;Visualización de Datos Vol. 3          ;L. Rodríguez   ;Ciencias   ;Ingenierías     ;Devuelto    ;0       ;Autoservicio;BIB0030;99             ;Revisión pendiente            ;2
PRE0005444;2023-10-27;2023-11-10;          ;USR004489;Estudiante  ;María Herrera Herrera      ;LB00115;7866912517785;Historia de Costa Rica Vol. 3           ;E. Quesada      ;Ingeniería;Central          ;En préstamo;0       ;Mostrador   ;BIB0036;0              ;                               ;2
PRE0005444;2024-08-19;2024-09-16;          ;USR001581;Estudiante  ;Roberto Solano Araya        ;LB00561;1856724380701;Ciencia de Datos Aplicada Vol. 1        ;A. Solís       ;Historia   ;Ciencias Sociales;Atrasado    ;136250  ;En línea   ;BIB0022;0              ;Usuario reporta portada dañada;2
PRE0005445;0000-00-00;2024-12-03;2024-12-03;USR004560;Estudiante  ;Andrés Quesada Cordero     ;LB00193;1091043006848;Ciencia de Datos Aplicada Vol. 3        ;S. Gómez       ;Medicina   ;Pacífico        ;Devuelto    ;0       ;Autoservicio;BIB0018;0              ;Revisión pendiente            ;2
PRE0005445;2023-08-27;2023-09-10;          ;USR002727;Estudiante  ;Alonso Blanco Rojas         ;LB00266;5800439735989;Gobernanza de Datos Vol. 4              ;J. Ramírez     ;Derecho    ;Ciencias Sociales;Atrasado    ;229250  ;Mostrador   ;BIB0031;0              ;Revisión pendiente            ;2
PRE0005473;2024-07-11;2024-08-08;2024-08-14;USR000880;Estudiante  ;Andrea Gómez Vargas        ;LB00520;1526546103399;Economía Digital Vol. 1                ;D. Fernández   ;Arte       ;Salud            ;Devuelto    ;-250    ;App móvil  ;BIB0039;1              ;                               ;2
PRE0005473;2024-08-30;2024-09-27;2024-10-05;USR000165;Estudiante  ;Paula Rojas Aguilar         ;LB00402;8554601585174;Gobernanza de Datos Vol. 4              ;A. Pérez       ;Sociología;Pacífico        ;Devuelto    ;2000    ;App móvil  ;BIB0024;3              ;                               ;2
PRE0005506;2023-11-06;2023-12-04;          ;USR003375;Docente     ;Rocío Quesada Salazar      ;LB00017;8050097882081;Sistemas de Información Vol. 2         ;M. Ross         ;Sociología;Ingenierías     ;Atrasado    ;208000  ;Autoservicio;BIB0001;1              ;                               ;2
PRE0005506;2025-09-12;2025/99/99;          ;USR000596;ESTUDIANTE  ;Mariana Quesada Gómez      ;LB00742;9149851724447;Visualización de Datos Vol. 2          ;J. Ramírez     ;Literatura ;Ingenierías     ;Atrasado    ;44250   ;En línea   ;BIB0022;3              ;Revisión pendiente            ;2
PRE0005512;2023-04-20;2023-04-27;2023-05-05;USR002289;Estudiante  ;Paula Salazar Ramírez      ;LB00593;5528993160875;Redes y Telecomunicaciones Vol. 2       ;E. Quesada      ;Arte       ;Occidente        ;Devuelto    ;2000    ;Mostrador   ;BIB0028;2              ;Renovado una vez               ;2
PRE0005512;2025-10-14;2025-10-28;          ;USR003973;Investigador;Julio Aguilar Alvarado      ;LB00021;4118244935348;Introducción a la Estadística Vol. 3  ;A. Pérez       ;Ciencias   ;Ciencias Sociales;En préstamo;0       ;APP         ;BIB0037;1              ;Usuario reporta portada dañada;2
PRE0005533;2023-12-13;2023-12-20;          ;USR003228;Estudiante  ;Manuel Campos Cordero       ;LB00491;9416800610277;Programación en Python Vol. 2          ;S. Gómez       ;Historia   ;Salud            ;En préstamo;0       ;Autoservicio;BIB0016;0              ;Renovado una vez               ;2
PRE0005533;2024-05-08;2024-05-29;2024-05-27;USR004599;Estudiante  ;Diego Gómez Castro         ;LB00698;1814396661347;Gestión de Bases de Datos Vol. 1       ; M. Sánchez    ;Tecnología;Salud            ;DEV         ;0       ;Mostrador   ;BIB0007;1              ;                               ;2
PRE0005535;2023-01-22;2023-02-05;2023-02-17;USR001752;Estudiante  ;Camila Campos Murillo       ;LB00047;5240824008427;Aprendizaje Automático Vol. 2          ;D. Fernández   ;Tecnología;Occidente        ;Devuelto    ;3000    ;Mostrador   ;BIB0002;0              ;                               ;2
PRE0005535;2025-05-23;2025-05-30;          ;USR002160;Estudiante  ;Paola Sánchez Chaves       ;LB00172;5738757177514;Metodología de la Investigación Vol. 2;A. Solís       ;Matemática;Humanidades      ;Atrasado    ;72250   ;Autoservicio;BIB0012;1              ;                               ;2
PRE0005536;2023-06-27;2023-07-18;          ;USR004583;Estudiante  ;José Castro Cordero        ;LB00087;6838851606071;Visualización de Datos Vol. 4          ;S. Gómez       ;Ciencias   ;Occidente        ;devuelto    ;0       ;App móvil  ;BIB0031;0              ;                               ;2
PRE0005536;2024-07-20;2024-08-03;          ;USR003547;FUNC        ;Gabriela Blanco Navarro     ;LB00547;3736346692548;Derecho de la Información Vol. 1       ; P. Ponniah     ;Tecnología;Central          ;En préstamo;0       ;Mostrador   ;BIB0038;3              ;                               ;2
PRE0005573;2023-12-09;2023-12-23;2024-01-02;USR001462;Estudiante  ;Daniela Salazar Alvarado    ;LB00159;4890250392614;Visualización de Datos Vol. 3          ;M. Ross         ;Historia   ;Humanidades      ;Devuelto    ;2500    ;Mostrador   ;BIB0026;0              ;Renovado una vez               ;3
PRE0005573;2024-05-23;2024-06-20;          ;USR002317;Estudiante  ;Daniela Chaves Valverde     ;LB00249;6420873753001;Análisis Multivariado Vol. 3           ;P. Ponniah      ;Educación ;Central          ;En préstamo;0       ;App móvil  ;BIB0022;2              ;                               ;3
PRE0005573;2025-07-20;2025-07-27;          ;USR003867;Estudiante  ;José Castro Ramírez       ;LB00400;4101194707200;Análisis Multivariado Vol. 1           ;L. Mora         ;Ingeniería;Ciencias Sociales;pend        ;57750   ;En línea   ;BIB0017;1              ;Entrega con atraso             ;3
PRE0005579;2023-03-24;2023-04-14;2023-04-12;USR004698;Estudiante  ;Rocío Aguilar Rojas        ;LB00687;4260880501716;Sistemas de Información Vol. 1         ;R. Kimball      ;Medicina   ;Atlántico       ;Devuelto    ;0       ;App móvil  ;BIB0017;0              ;                               ;2
PRE0005579;2024-05-23;2025/99/99;2024-06-25;USR001099;Docente     ;Andrés Sánchez Rojas      ;LB00058;1712748467737;Introducción a la Estadística Vol. 4  ;                ;Tecnología;Ingenierías     ;Devuelto    ;3000    ;En línea   ;BIB0019;1              ;                               ;2
PRE0005592;2023-09-13;2023-09-20;2023-09-16;USR003313;Estudiante  ;Roberto Gómez Navarro      ;LB00126;9495888794705;teoría de la información vol. 3       ;S. Gómez       ;Arte       ;Salud            ;Devuelto    ;0       ;App móvil  ;BIB0026;0              ;                               ;2
PRE0005592;2025-09-11;2025-09-25;          ;USR000136;Estudiante  ;Sofía Araya Vega           ;LB00139;2795687833918;Diseño de Experimentos Vol. 2          ;L. Rodríguez   ;Medicina   ;Ingenierías     ;En préstamo;0       ;Mostrador   ;BIB0003;1              ;                               ;2
PRE0005594;2025-10-12;2025-11-09;          ;USR004067;Estudiante  ;Ana Blanco Cordero          ;LB00092;4119986798079;Investigación de Operaciones Vol. 1    ;M. Ross         ;Educación ;Atlántico       ;En préstamo;0       ;Mostrador   ;BIB0003;0              ;Revisión pendiente            ;2
PRE0005594;2026-02-01;2026-02-08;          ;USR001013;Investigador;Kevin Sánchez Ramírez     ;LB00635;5439627365271;Redes y Telecomunicaciones Vol. 2       ;L. Mora         ;Tecnología;Ingenierías     ;Atrasado    ;8750    ;En línea   ;BIB0019;1              ;                               ;2
PRE0005596;2023-03-06;2023-03-27;          ;USR003328;Funcionario ;Gabriela Salazar Ramírez   ;LB00429;8284106727520;Modelado Dimensional Vol. 2             ;A. Solís       ;Medicina   ;Salud            ;Atrasado    ;271000  ;Mostrador   ;BIB0017;0              ;Entrega con atraso             ;2
PRE0005596;2025-06-30;2025-07-14;Sin dato  ;USR000656;Estudiante  ;Andrea Blanco Araya         ;LB00045;9578856855744;Diseño de Experimentos Vol. 4          ;J. Caserta      ;Matemática;Salud            ;Devuelto    ;750     ;App móvil  ;BIB0034;1              ;Usuario reporta portada dañada;2
PRE0005643;2023-03-11;2023-03-18;          ;USR001367;Estudiante  ;Andrea Torres Navarro       ;LB00203;1918261990623;Economía Digital Vol. 3                ;L. Mora         ;Ingeniería;Occidente        ;Atrasado    ;273250  ;Autoservicio;BIB0035;2              ;Préstamo interbibliotecario   ;2
PRE0005643;2025-05-03;2025-05-10;2025-05-16;USR001214;Estudiante  ;Daniela Solano Vargas       ;LB00340;6799813646225;Minería de Datos Vol. 2                ;L. Rodríguez   ;Literatura ;Ingenierías     ;Devuelto    ;1500    ;App móvil  ;BIB0026;1              ;                               ;2
PRE0005650;2023-06-25;2023-07-02;2023-07-02;USR001868;Estudiante  ;Julio Vega Torres           ;LB00275;1449147660728;Economía Digital Vol. 1                ;A. Solís       ;Economía  ;Salud            ;Devuelto    ;0       ;Mostrador   ;BIB0026;2              ;Usuario reporta portada dañada;2
PRE0005650;2024-01-25;2024-02-22;2024-02-25;USR000669;Investigador;Diego Quesada Quesada       ;LB00389;0580778795654;Derecho de la Información Vol. 1       ;D. Fernández   ;Sociología;Salud            ;Devuelto    ;750     ;App móvil  ;BIB0025;1              ;Préstamo interbibliotecario   ;2
PRE0005654;2023-09-20;2023-10-11;          ;USR004600;Estudiante  ;Roberto Gómez Araya        ;LB00364;3901981794695;Algoritmos y Estructuras Vol. 4         ; P. Ponniah     ;Ingeniería;Occidente        ;En préstamo;0       ;En línea   ;BIB0011;0              ;Revisión pendiente            ;2
PRE0005654;2024-01-24;2024-02-14;2024-02-12;USR001579;Estudiante  ;Javier Ramírez Vargas      ;LB00618;7024376545628;Algoritmos y Estructuras Vol. 2         ;J. Ramírez     ;Historia   ;Occidente        ;Devuelto    ;0       ;Autoservicio;BIB0018;0              ;                               ;2
PRE0005672;0000-00-00;2024-08-27;2024-08-26;USR002606;Estudiante  ;Paula Jiménez Araya        ;LB00092;4119986798079;Investigación de Operaciones Vol. 1    ;M. Ross         ;Educación ;Salud            ;Devuelto    ;0       ;App móvil  ;BIB0017;2              ;Renovado una vez               ;2
PRE0005672;2025-08-19;2025-08-26;2025-08-21;USR001783;Docente     ;José Alvarado Calvo        ;LB00230;5307450544471;Teoría de la Información Vol. 4       ;M. Ross         ;Arte       ;Ciencias Sociales;Devuelto    ;0       ;Mostrador   ;BIB0009;3              ;Préstamo interbibliotecario   ;2
PRE0005675;2023-03-13;2023-03-27;2023-03-24;USR003679;Estudiante  ;Julio Rodríguez Chaves     ;LB00538;8227495450892;Algoritmos y Estructuras Vol. 3         ;D. Fernández   ;MATEMATICA ;Occidente        ;Devuelto    ;0       ;En línea   ;BIB0037;0              ;Revisión pendiente            ;2
PRE0005675;2026-03-10;2026-03-24;          ;USR001149;Estudiante  ;David Torres Alvarado       ;LB00490;2601645977945;Introducción a la Estadística Vol. 1  ;L. Mora         ;Ciencias   ;Atlántico       ;Atrasado    ;0       ;En línea   ;BIB0004;1              ;                               ;2
PRE0005685;2024-05-09;2024-06-06;2024-06-03;USR003032;Estudiante  ;Daniela Alvarado Herrera    ;LB00138;3017426841459;Introducción a la Estadística Vol. 3  ;A. Solís       ;Ingeniería;Humanidades      ;Devuelto    ;0       ;App móvil  ;BIB0036;2              ;                               ;3
PRE0005685;2024-05-27;2024-06-03;          ;USR002388;Estudiante  ;Elena Gómez Vega           ;LB00704;6148782455696;Modelado Dimensional Vol. 2             ;C. Inmon        ;Tecnología;Pacífico        ;Atrasado    ;162500  ;App móvil  ;BIB0037;0              ;Entrega con atraso             ;3
PRE0005685;2025-12-19;2026-01-09;2026-01-17;USR001762;Investigador;Carlos Torres Salazar       ;LB00512;7028519611594;Algoritmos y Estructuras Vol. 1         ; P. Ponniah     ;Medicina   ;Salud            ;Devuelto    ;2000    ;App móvil  ;BIB0001;1              ;Usuario reporta portada dañada;3
PRE0005699;2023-10-30;2023-11-20;2023-12-01;USR000610;Funcionario ;Andrea Herrera Herrera      ;LB00591;9156686334141;Economía Digital Vol. 3                ;J. Caserta      ;Sociología;Central          ;Devuelto    ;2750    ;En línea   ;BIB0016;1              ;Renovado una vez               ;2
PRE0005699;2024-08-22;2024-08-29;2024-09-07;USR000299;Estudiante  ;Sofía Herrera Valverde     ;LB00155;2038750997700;Derecho de la Información Vol. 2       ;C. Inmon        ;Ingeniería;Humanidades      ;Devuelto    ;2250    ;Autoservicio;BIB0035;0              ;Entrega con atraso             ;2
PRE0005715;2023-03-13;2023-03-20;          ;USR002985;Funcionario ;Paola Alvarado Torres       ;LB00612;8341465111312;Algoritmos y Estructuras Vol. 3         ;M. Sánchez     ;Arte       ;Salud            ;Atrasado    ;272750  ;En línea   ;BIB0039;0              ;Revisión pendiente            ;2
PRE0005715;2025-09-26;2025-10-03;2025-09-29;USR002537;Docente     ;Julio Rodríguez Quesada    ;LB00413;0781137995635;Metodología de la Investigación Vol. 1;S. Gómez       ;Ciencias   ;Central          ;Devuelto    ;0       ;Mostrador   ;BIB0029;1              ;                               ;2
PRE0005732;2023-03-25;2023-04-08;          ;USR001412;Estudiante  ;Julio Aguilar Solano        ;LB00107;0345054156676;Algoritmos y Estructuras Vol. 4         ;S. Atre         ;Matemática;Atlántico       ;Perdido     ;7500    ;Autoservicio;BIB0040;1              ;Usuario reporta portada dañada;2
PRE0005732;2025-06-08;2025-06-22;          ;USR000935;Estudiante  ;Paola Solano Blanco         ;LB00719;8358681225957;Introducción a la Estadística Vol. 2  ;A. Solís       ;Economía  ;Atlántico       ;Atrasado    ;66500   ;App móvil  ;BIB0010;0              ;                               ;2
PRE0005762;2023-07-20;2023-08-17;          ;USR001901;Estudiante  ;María Blanco Salazar       ;LB00200;4451870534949;Gestión de Bases de Datos Vol. 4       ;C. Inmon        ;Medicina   ;Pacífico        ;Atrasado    ;235250  ;Mostrador   ;BIB0038;0              ;                               ;2
PRE0005762;2024-02-20;2024-03-12;2024-03-09;USR001686;Estudiante  ;Luis Jiménez Castro        ;LB00436;0024471462730;Sistemas de Información Vol. 4         ;L. Mora         ;Tecnología;Central          ;Devuelto    ;0       ;Autoservicio;BIB0028;1              ;                               ;2
PRE0005802;2024-04-09;2024-04-30;          ;USR004968;docente     ;David Herrera Navarro       ;LB00448;3175207167811;Diseño de Experimentos Vol. 4          ;D. Fernández   ;Arte       ;Ingenierías     ;Atrasado    ;171000  ;App móvil  ;BIB0025;2              ;                               ;2
PRE0005802;2025-09-30;31/11/2025;          ;USR004241;Funcionario ;Natalia Campos Rojas        ;LB00246;0982150648909;Diseño de Experimentos Vol. 2          ;L. Rodríguez   ;Tecnología;Ingenierías     ;Atrasado    ;34500   ;Autoservicio;BIB0019;0              ;                               ;2
PRE0005810;2024-07-14;2024-08-11;2024-08-18;USR004158;Funcionario ;Lucía Castro Chaves        ;LB00692;1583311703037;Diseño de Experimentos Vol. 1          ;M. Sánchez     ;Matemática;Ingenierías     ;Devuelto    ;1750    ;Autoservicio;BIB0021;2              ;Préstamo interbibliotecario   ;2
PRE0005810;2024-08-18;2024-09-08;2024-09-06;USR004683;Estudiante  ;Elena Vega Rojas            ;LB00424;1162411241272;Ética y Tecnología Vol. 1             ;P. Ponniah      ;Medicina   ;Pacífico        ;Devuelto    ;0       ;App móvil  ;BIB0031;0              ;                               ;2
PRE0005875;2025-03-09;2025-04-06;          ;USR002403;Docente     ;Javier Mora Blanco          ;LB00521;4057861706304;Diseño de Experimentos Vol. 4          ;E. Quesada      ;Historia   ;Humanidades      ;En préstamo;0       ;En línea   ;BIB0027;3              ;                               ;2
PRE0005875;2025-05-18;2025-06-15;2025-06-17;USR001605;Estudiante  ;Alonso Solano Castro        ;LB00235;0722903494466;Derecho de la Información Vol. 4       ;R. Kimball      ;Derecho    ;Pacífico        ;Devuelto    ;500     ;Mostrador   ;BIB0021;0              ;                               ;2
PRE0005894;2023-03-17;2023-04-14;          ;USR003500;Estudiante  ;Laura Araya Castro          ;LB00479;4150274564494; Historia de Costa Rica Vol. 3          ;J. Ramírez     ;Ciencias   ;Central          ;En préstamo;0       ;En línea   ;BIB0037;0              ;Usuario reporta portada dañada;2
PRE0005894;2024-09-04;31/11/2025;          ;USR000817;Estudiante  ;Roberto Campos Calvo        ;LB00514;1851067949756;Análisis Multivariado Vol. 2           ;S. Atre         ;Literatura ;Ciencias Sociales;devuelto    ;0       ;Autoservicio;BIB0037;0              ;                               ;2
